file,class,method,variable,usage
D:\objectoriented\airbyte\airbyte-integrations\connectors\destination-iceberg\src\test-integration\java\io\airbyte\integrations\destination\iceberg\container\HiveMetastoreS3PostgresCompose.java,io.airbyte.integrations.destination.iceberg.container.HiveMetastoreS3PostgresCompose,start/0,METASTORE_SERVICE_NAME,1
D:\objectoriented\airbyte\airbyte-integrations\connectors\destination-iceberg\src\test-integration\java\io\airbyte\integrations\destination\iceberg\container\HiveMetastoreS3PostgresCompose.java,io.airbyte.integrations.destination.iceberg.container.HiveMetastoreS3PostgresCompose,start/0,LOGGER,4
D:\objectoriented\airbyte\airbyte-integrations\connectors\destination-iceberg\src\test-integration\java\io\airbyte\integrations\destination\iceberg\container\HiveMetastoreS3PostgresCompose.java,io.airbyte.integrations.destination.iceberg.container.HiveMetastoreS3PostgresCompose,start/0,POSTGRES_SERVICE_NAME,1
D:\objectoriented\airbyte\airbyte-integrations\connectors\source-dynamodb\src\test\java\io\airbyte\integrations\source\dynamodb\DynamodbAttributeSerializerTest.java,io.airbyte.integrations.source.dynamodb.DynamodbAttributeSerializerTest,serializeAttributeValueToJson/0,attributeObjectMapper,1
D:\objectoriented\airbyte\airbyte-integrations\connectors\source-dynamodb\src\test\java\io\airbyte\integrations\source\dynamodb\DynamodbAttributeSerializerTest.java,io.airbyte.integrations.source.dynamodb.DynamodbAttributeSerializerTest,setup/0,attributeObjectMapper,1
D:\objectoriented\airbyte\airbyte-integrations\connectors\destination-iceberg\src\test\java\io\airbyte\integrations\destination\iceberg\IcebergRESTCatalogServerManagedConfigTest.java,io.airbyte.integrations.destination.iceberg.IcebergRESTCatalogServerManagedConfigTest,restCatalogSparkConfigTest/0,FAKE_TOKEN,1
D:\objectoriented\airbyte\airbyte-integrations\connectors\destination-iceberg\src\test\java\io\airbyte\integrations\destination\iceberg\IcebergRESTCatalogServerManagedConfigTest.java,io.airbyte.integrations.destination.iceberg.IcebergRESTCatalogServerManagedConfigTest,restCatalogSparkConfigTest/0,FAKE_REST_URI,1
D:\objectoriented\airbyte\airbyte-integrations\connectors\destination-iceberg\src\test\java\io\airbyte\integrations\destination\iceberg\IcebergRESTCatalogServerManagedConfigTest.java,io.airbyte.integrations.destination.iceberg.IcebergRESTCatalogServerManagedConfigTest,restCatalogSparkConfigTest/0,config,1
D:\objectoriented\airbyte\airbyte-integrations\connectors\destination-iceberg\src\test\java\io\airbyte\integrations\destination\iceberg\IcebergRESTCatalogServerManagedConfigTest.java,io.airbyte.integrations.destination.iceberg.IcebergRESTCatalogServerManagedConfigTest,restCatalogSparkConfigTest/0,FAKE_CREDENTIAL,1
D:\objectoriented\airbyte\airbyte-integrations\connectors\destination-iceberg\src\test\java\io\airbyte\integrations\destination\iceberg\IcebergRESTCatalogServerManagedConfigTest.java,io.airbyte.integrations.destination.iceberg.IcebergRESTCatalogServerManagedConfigTest,restCatalogSparkConfigTest/0,FAKE_WAREHOUSE_NAME,1
D:\objectoriented\airbyte\airbyte-integrations\connectors\destination-iceberg\src\test\java\io\airbyte\integrations\destination\iceberg\IcebergRESTCatalogServerManagedConfigTest.java,io.airbyte.integrations.destination.iceberg.IcebergRESTCatalogServerManagedConfigTest,s3ConfigForCatalogInitializeTest/0,config,1
D:\objectoriented\airbyte\airbyte-integrations\connectors\destination-iceberg\src\test\java\io\airbyte\integrations\destination\iceberg\IcebergRESTCatalogServerManagedConfigTest.java,io.airbyte.integrations.destination.iceberg.IcebergRESTCatalogServerManagedConfigTest,setup/0,FAKE_TOKEN,1
D:\objectoriented\airbyte\airbyte-integrations\connectors\destination-iceberg\src\test\java\io\airbyte\integrations\destination\iceberg\IcebergRESTCatalogServerManagedConfigTest.java,io.airbyte.integrations.destination.iceberg.IcebergRESTCatalogServerManagedConfigTest,setup/0,FAKE_REST_URI,1
D:\objectoriented\airbyte\airbyte-integrations\connectors\destination-iceberg\src\test\java\io\airbyte\integrations\destination\iceberg\IcebergRESTCatalogServerManagedConfigTest.java,io.airbyte.integrations.destination.iceberg.IcebergRESTCatalogServerManagedConfigTest,setup/0,config,4
D:\objectoriented\airbyte\airbyte-integrations\connectors\destination-iceberg\src\test\java\io\airbyte\integrations\destination\iceberg\IcebergRESTCatalogServerManagedConfigTest.java,io.airbyte.integrations.destination.iceberg.IcebergRESTCatalogServerManagedConfigTest,setup/0,FAKE_CREDENTIAL,1
D:\objectoriented\airbyte\airbyte-integrations\connectors\destination-iceberg\src\test\java\io\airbyte\integrations\destination\iceberg\IcebergRESTCatalogServerManagedConfigTest.java,io.airbyte.integrations.destination.iceberg.IcebergRESTCatalogServerManagedConfigTest,setup/0,FAKE_WAREHOUSE_NAME,1
D:\objectoriented\airbyte\airbyte-integrations\connectors\destination-postgres\src\main\java\io\airbyte\integrations\destination\postgres\typing_deduping\PostgresSqlGenerator.java,io.airbyte.integrations.destination.postgres.typing_deduping.PostgresSqlGenerator,getWidestType/0,JSONB_TYPE,1
D:\objectoriented\airbyte\airbyte-integrations\connectors\destination-postgres\src\main\java\io\airbyte\integrations\destination\postgres\typing_deduping\PostgresSqlGenerator.java,io.airbyte.integrations.destination.postgres.typing_deduping.PostgresSqlGenerator,nulledChangeObject/1[java.lang.String],AB_META_CHANGES_CHANGE_KEY,1
D:\objectoriented\airbyte\airbyte-integrations\connectors\destination-postgres\src\main\java\io\airbyte\integrations\destination\postgres\typing_deduping\PostgresSqlGenerator.java,io.airbyte.integrations.destination.postgres.typing_deduping.PostgresSqlGenerator,nulledChangeObject/1[java.lang.String],AB_META_CHANGES_FIELD_KEY,1
D:\objectoriented\airbyte\airbyte-integrations\connectors\destination-postgres\src\main\java\io\airbyte\integrations\destination\postgres\typing_deduping\PostgresSqlGenerator.java,io.airbyte.integrations.destination.postgres.typing_deduping.PostgresSqlGenerator,nulledChangeObject/1[java.lang.String],AB_META_CHANGES_REASON_KEY,1
D:\objectoriented\airbyte\airbyte-integrations\connectors\destination-postgres\src\main\java\io\airbyte\integrations\destination\postgres\typing_deduping\PostgresSqlGenerator.java,io.airbyte.integrations.destination.postgres.typing_deduping.PostgresSqlGenerator,getStructType/0,JSONB_TYPE,1
D:\objectoriented\airbyte\airbyte-integrations\connectors\destination-postgres\src\main\java\io\airbyte\integrations\destination\postgres\typing_deduping\PostgresSqlGenerator.java,io.airbyte.integrations.destination.postgres.typing_deduping.PostgresSqlGenerator,getArrayType/0,JSONB_TYPE,1
D:\objectoriented\airbyte\airbyte-integrations\connectors\destination-postgres\src\main\java\io\airbyte\integrations\destination\postgres\typing_deduping\PostgresSqlGenerator.java,io.airbyte.integrations.destination.postgres.typing_deduping.PostgresSqlGenerator,"castedField/3[io.airbyte.integrations.destination.postgres.typing_deduping.Field<?>,io.airbyte.integrations.destination.postgres.typing_deduping.AirbyteType,boolean]",JSONB_TYPE,3
D:\objectoriented\airbyte\airbyte-integrations\connectors\destination-postgres\src\main\java\io\airbyte\integrations\destination\postgres\typing_deduping\PostgresSqlGenerator.java,io.airbyte.integrations.destination.postgres.typing_deduping.PostgresSqlGenerator,"buildAirbyteMetaColumn/1[java.util.LinkedHashMap<io.airbyte.integrations.destination.postgres.typing_deduping.ColumnId,io.airbyte.integrations.destination.postgres.typing_deduping.AirbyteType>]",JSONB_TYPE,2
D:\objectoriented\airbyte\airbyte-integrations\connectors\destination-postgres\src\main\java\io\airbyte\integrations\destination\postgres\typing_deduping\PostgresSqlGenerator.java,io.airbyte.integrations.destination.postgres.typing_deduping.PostgresSqlGenerator,"buildAirbyteMetaColumn/1[java.util.LinkedHashMap<io.airbyte.integrations.destination.postgres.typing_deduping.ColumnId,io.airbyte.integrations.destination.postgres.typing_deduping.AirbyteType>]",AB_META_COLUMN_CHANGES_KEY,1
D:\objectoriented\airbyte\airbyte-integrations\connectors\destination-postgres\src\main\java\io\airbyte\integrations\destination\postgres\typing_deduping\PostgresSqlGenerator.java,io.airbyte.integrations.destination.postgres.typing_deduping.PostgresSqlGenerator,jsonBuildObject/1[io.airbyte.integrations.destination.postgres.typing_deduping.Field<?>[]],JSONB_TYPE,1
D:\objectoriented\airbyte\airbyte-integrations\connectors-performance\destination-harness\src\main\java\io\airbyte\integrations\destination_performance\PerformanceHarness.java,io.airbyte.integrations.destination_performance.PerformanceHarness,runTest/0,catalog,4
D:\objectoriented\airbyte\airbyte-integrations\connectors-performance\destination-harness\src\main\java\io\airbyte\integrations\destination_performance\PerformanceHarness.java,io.airbyte.integrations.destination_performance.PerformanceHarness,runTest/0,STATE_FREQUENCY,1
D:\objectoriented\airbyte\airbyte-integrations\connectors-performance\destination-harness\src\main\java\io\airbyte\integrations\destination_performance\PerformanceHarness.java,io.airbyte.integrations.destination_performance.PerformanceHarness,runTest/0,destination,9
D:\objectoriented\airbyte\airbyte-integrations\connectors-performance\destination-harness\src\main\java\io\airbyte\integrations\destination_performance\PerformanceHarness.java,io.airbyte.integrations.destination_performance.PerformanceHarness,runTest/0,MEGABYTE,3
D:\objectoriented\airbyte\airbyte-integrations\connectors-performance\destination-harness\src\main\java\io\airbyte\integrations\destination_performance\PerformanceHarness.java,io.airbyte.integrations.destination_performance.PerformanceHarness,runTest/0,config,1
D:\objectoriented\airbyte\airbyte-integrations\connectors-performance\destination-harness\src\main\java\io\airbyte\integrations\destination_performance\PerformanceHarness.java,io.airbyte.integrations.destination_performance.PerformanceHarness,getAirbyteIntegrationLauncher/0,imageName,1
D:\objectoriented\airbyte\airbyte-integrations\connectors-performance\destination-harness\src\main\java\io\airbyte\integrations\destination_performance\PerformanceHarness.java,io.airbyte.integrations.destination_performance.PerformanceHarness,getAirbyteIntegrationLauncher/0,PORTS,1
D:\objectoriented\airbyte\airbyte-integrations\connectors-performance\destination-harness\src\main\java\io\airbyte\integrations\destination_performance\PerformanceHarness.java,io.airbyte.integrations.destination_performance.PerformanceHarness,"PerformanceHarness/4[java.lang.String,java.lang.String,java.lang.String,java.lang.String]",imageName,3
D:\objectoriented\airbyte\airbyte-integrations\connectors-performance\destination-harness\src\main\java\io\airbyte\integrations\destination_performance\PerformanceHarness.java,io.airbyte.integrations.destination_performance.PerformanceHarness,"PerformanceHarness/4[java.lang.String,java.lang.String,java.lang.String,java.lang.String]",dataSourceURL,1
D:\objectoriented\airbyte\airbyte-integrations\connectors-performance\destination-harness\src\main\java\io\airbyte\integrations\destination_performance\PerformanceHarness.java,io.airbyte.integrations.destination_performance.PerformanceHarness,"PerformanceHarness/4[java.lang.String,java.lang.String,java.lang.String,java.lang.String]",catalog,3
D:\objectoriented\airbyte\airbyte-integrations\connectors-performance\destination-harness\src\main\java\io\airbyte\integrations\destination_performance\PerformanceHarness.java,io.airbyte.integrations.destination_performance.PerformanceHarness,"PerformanceHarness/4[java.lang.String,java.lang.String,java.lang.String,java.lang.String]",config,3
D:\objectoriented\airbyte\airbyte-integrations\connectors-performance\destination-harness\src\main\java\io\airbyte\integrations\destination_performance\PerformanceHarness.java,io.airbyte.integrations.destination_performance.PerformanceHarness,"computeThroughput/3[double,long,long]",MEGABYTE,1
D:\objectoriented\airbyte\airbyte-integrations\connectors-performance\destination-harness\src\main\java\io\airbyte\integrations\destination_performance\PerformanceHarness.java,io.airbyte.integrations.destination_performance.PerformanceHarness,loadFileFromUrl/0,dataSourceURL,2
D:\objectoriented\airbyte\airbyte-integrations\connectors\destination-postgres\src\test-integration\java\io\airbyte\integrations\destination\postgres\typing_deduping\PostgresSqlGeneratorIntegrationTest.java,io.airbyte.integrations.destination.postgres.typing_deduping.PostgresSqlGeneratorIntegrationTest,getDatabase/0,database,1
D:\objectoriented\airbyte\airbyte-integrations\connectors\destination-postgres\src\test-integration\java\io\airbyte\integrations\destination\postgres\typing_deduping\PostgresSqlGeneratorIntegrationTest.java,io.airbyte.integrations.destination.postgres.typing_deduping.PostgresSqlGeneratorIntegrationTest,teardownPostgres/0,testContainer,1
D:\objectoriented\airbyte\airbyte-integrations\connectors\destination-postgres\src\test-integration\java\io\airbyte\integrations\destination\postgres\typing_deduping\PostgresSqlGeneratorIntegrationTest.java,io.airbyte.integrations.destination.postgres.typing_deduping.PostgresSqlGeneratorIntegrationTest,getDestinationHandler/0,database,1
D:\objectoriented\airbyte\airbyte-integrations\connectors\destination-postgres\src\test-integration\java\io\airbyte\integrations\destination\postgres\typing_deduping\PostgresSqlGeneratorIntegrationTest.java,io.airbyte.integrations.destination.postgres.typing_deduping.PostgresSqlGeneratorIntegrationTest,getDestinationHandler/0,databaseName,1
D:\objectoriented\airbyte\airbyte-integrations\connectors\destination-postgres\src\test-integration\java\io\airbyte\integrations\destination\postgres\typing_deduping\PostgresSqlGeneratorIntegrationTest.java,io.airbyte.integrations.destination.postgres.typing_deduping.PostgresSqlGeneratorIntegrationTest,testCascadeDrop/0,database,1
D:\objectoriented\airbyte\airbyte-integrations\connectors\destination-postgres\src\test-integration\java\io\airbyte\integrations\destination\postgres\typing_deduping\PostgresSqlGeneratorIntegrationTest.java,io.airbyte.integrations.destination.postgres.typing_deduping.PostgresSqlGeneratorIntegrationTest,setupPostgres/0,database,1
D:\objectoriented\airbyte\airbyte-integrations\connectors\destination-postgres\src\test-integration\java\io\airbyte\integrations\destination\postgres\typing_deduping\PostgresSqlGeneratorIntegrationTest.java,io.airbyte.integrations.destination.postgres.typing_deduping.PostgresSqlGeneratorIntegrationTest,setupPostgres/0,testContainer,2
D:\objectoriented\airbyte\airbyte-integrations\connectors\destination-postgres\src\test-integration\java\io\airbyte\integrations\destination\postgres\typing_deduping\PostgresSqlGeneratorIntegrationTest.java,io.airbyte.integrations.destination.postgres.typing_deduping.PostgresSqlGeneratorIntegrationTest,setupPostgres/0,databaseName,1
D:\objectoriented\airbyte\airbyte-integrations\connectors\source-postgres\src\main\java\io\airbyte\integrations\source\postgres\cdc\PostgresDebeziumStateUtil.java,io.airbyte.integrations.source.postgres.cdc.PostgresDebeziumStateUtil,"isSavedOffsetAfterReplicationSlotLSN/2[io.airbyte.integrations.source.postgres.cdc.JsonNode,java.util.OptionalLong]",LOGGER,2
D:\objectoriented\airbyte\airbyte-integrations\connectors\source-postgres\src\main\java\io\airbyte\integrations\source\postgres\cdc\PostgresDebeziumStateUtil.java,io.airbyte.integrations.source.postgres.cdc.PostgresDebeziumStateUtil,parseSavedOffset/1[java.util.Properties],LOGGER,1
D:\objectoriented\airbyte\airbyte-integrations\connectors\source-postgres\src\main\java\io\airbyte\integrations\source\postgres\cdc\PostgresDebeziumStateUtil.java,io.airbyte.integrations.source.postgres.cdc.PostgresDebeziumStateUtil,"extractLsn/3[java.util.Set<io.airbyte.integrations.source.postgres.cdc.Partition>,java.util.Map<io.airbyte.integrations.source.postgres.cdc.Partition,io.airbyte.integrations.source.postgres.cdc.PostgresOffsetContext>,io.airbyte.integrations.source.postgres.cdc.PostgresCustomLoader]",LOGGER,2
D:\objectoriented\airbyte\airbyte-integrations\connectors\source-postgres\src\main\java\io\airbyte\integrations\source\postgres\cdc\PostgresDebeziumStateUtil.java,io.airbyte.integrations.source.postgres.cdc.PostgresDebeziumStateUtil,"commitLSNToPostgresDatabase/5[io.airbyte.integrations.source.postgres.cdc.JsonNode,java.util.OptionalLong,java.lang.String,java.lang.String,java.lang.String]",LOGGER,1
D:\objectoriented\airbyte\airbyte-integrations\connectors\source-postgres\src\main\java\io\airbyte\integrations\source\postgres\cdc\PostgresDebeziumStateUtil.java,io.airbyte.integrations.source.postgres.cdc.PostgresDebeziumStateUtil,"format/4[java.lang.Long,java.lang.Long,java.lang.String,java.time.Instant]",LOGGER,1
D:\objectoriented\airbyte\airbyte-integrations\connectors\source-mongodb-v2\src\test\java\io\airbyte\integrations\source\mongodb\cdc\MongoDbDebeziumPropertiesManagerTest.java,io.airbyte.integrations.source.mongodb.cdc.MongoDbDebeziumPropertiesManagerTest,testCreateConnectionStringPlaceholderCredentials/0,EXPECTED_CONNECTION_STRING,1
D:\objectoriented\airbyte\airbyte-integrations\connectors\source-mongodb-v2\src\test\java\io\airbyte\integrations\source\mongodb\cdc\MongoDbDebeziumPropertiesManagerTest.java,io.airbyte.integrations.source.mongodb.cdc.MongoDbDebeziumPropertiesManagerTest,testDebeziumPropertiesNoCredentials/0,DATABASE_NAME,3
D:\objectoriented\airbyte\airbyte-integrations\connectors\source-mongodb-v2\src\test\java\io\airbyte\integrations\source\mongodb\cdc\MongoDbDebeziumPropertiesManagerTest.java,io.airbyte.integrations.source.mongodb.cdc.MongoDbDebeziumPropertiesManagerTest,testDebeziumPropertiesNoCredentials/0,EXPECTED_CONNECTION_STRING,1
D:\objectoriented\airbyte\airbyte-integrations\connectors\source-mongodb-v2\src\test\java\io\airbyte\integrations\source\mongodb\cdc\MongoDbDebeziumPropertiesManagerTest.java,io.airbyte.integrations.source.mongodb.cdc.MongoDbDebeziumPropertiesManagerTest,testCreateConnectionStringQuotedString/0,EXPECTED_CONNECTION_STRING,1
D:\objectoriented\airbyte\airbyte-integrations\connectors\source-mongodb-v2\src\test\java\io\airbyte\integrations\source\mongodb\cdc\MongoDbDebeziumPropertiesManagerTest.java,io.airbyte.integrations.source.mongodb.cdc.MongoDbDebeziumPropertiesManagerTest,createStreams/1[int],DATABASE_NAME,1
D:\objectoriented\airbyte\airbyte-integrations\connectors\source-mongodb-v2\src\test\java\io\airbyte\integrations\source\mongodb\cdc\MongoDbDebeziumPropertiesManagerTest.java,io.airbyte.integrations.source.mongodb.cdc.MongoDbDebeziumPropertiesManagerTest,testDebeziumProperties/0,DATABASE_NAME,3
D:\objectoriented\airbyte\airbyte-integrations\connectors\source-mongodb-v2\src\test\java\io\airbyte\integrations\source\mongodb\cdc\MongoDbDebeziumPropertiesManagerTest.java,io.airbyte.integrations.source.mongodb.cdc.MongoDbDebeziumPropertiesManagerTest,testDebeziumProperties/0,EXPECTED_CONNECTION_STRING,1
D:\objectoriented\airbyte\airbyte-integrations\connectors\source-mongodb-v2\src\test\java\io\airbyte\integrations\source\mongodb\cdc\MongoDbDebeziumPropertiesManagerTest.java,io.airbyte.integrations.source.mongodb.cdc.MongoDbDebeziumPropertiesManagerTest,testDebeziumPropertiesQuotedConnectionString/0,DATABASE_NAME,3
D:\objectoriented\airbyte\airbyte-integrations\connectors\source-mongodb-v2\src\test\java\io\airbyte\integrations\source\mongodb\cdc\MongoDbDebeziumPropertiesManagerTest.java,io.airbyte.integrations.source.mongodb.cdc.MongoDbDebeziumPropertiesManagerTest,testDebeziumPropertiesQuotedConnectionString/0,EXPECTED_CONNECTION_STRING,1
D:\objectoriented\airbyte\airbyte-integrations\connectors\source-mongodb-v2\src\test\java\io\airbyte\integrations\source\mongodb\cdc\MongoDbDebeziumPropertiesManagerTest.java,io.airbyte.integrations.source.mongodb.cdc.MongoDbDebeziumPropertiesManagerTest,testDebeziumPropertiesConnectionStringCredentialsPlaceholder/0,DATABASE_NAME,3
D:\objectoriented\airbyte\airbyte-integrations\connectors\source-mongodb-v2\src\test\java\io\airbyte\integrations\source\mongodb\cdc\MongoDbDebeziumPropertiesManagerTest.java,io.airbyte.integrations.source.mongodb.cdc.MongoDbDebeziumPropertiesManagerTest,testDebeziumPropertiesConnectionStringCredentialsPlaceholder/0,EXPECTED_CONNECTION_STRING,1
D:\objectoriented\airbyte\airbyte-integrations\connectors\source-mongodb-v2\src\test\java\io\airbyte\integrations\source\mongodb\cdc\MongoDbDebeziumPropertiesManagerTest.java,io.airbyte.integrations.source.mongodb.cdc.MongoDbDebeziumPropertiesManagerTest,testCreateConnectionString/0,EXPECTED_CONNECTION_STRING,1
D:\objectoriented\airbyte\airbyte-integrations\connectors\source-mongodb-v2\src\test\java\io\airbyte\integrations\source\mongodb\cdc\MongoDbDebeziumPropertiesManagerTest.java,io.airbyte.integrations.source.mongodb.cdc.MongoDbDebeziumPropertiesManagerTest,"createConfiguration/3[java.util.Optional<java.lang.String>,java.util.Optional<java.lang.String>,java.util.Optional<java.lang.String>]",DATABASE_NAME,1
D:\objectoriented\airbyte\airbyte-integrations\connectors\source-mssql\src\main\java\io\airbyte\integrations\source\mssql\initialsync\MssqlInitialLoadRecordIterator.java,io.airbyte.integrations.source.mssql.initialsync.MssqlInitialLoadRecordIterator,"MssqlInitialLoadRecordIterator/8[io.airbyte.integrations.source.mssql.initialsync.JdbcDatabase,io.airbyte.integrations.source.mssql.initialsync.JdbcCompatibleSourceOperations<java.sql.JDBCType>,java.lang.String,io.airbyte.integrations.source.mssql.initialsync.MssqlInitialLoadStateManager,java.util.List<java.lang.String>,io.airbyte.integrations.source.mssql.initialsync.AirbyteStreamNameNamespacePair,long,boolean]",database,3
D:\objectoriented\airbyte\airbyte-integrations\connectors\source-mssql\src\main\java\io\airbyte\integrations\source\mssql\initialsync\MssqlInitialLoadRecordIterator.java,io.airbyte.integrations.source.mssql.initialsync.MssqlInitialLoadRecordIterator,"MssqlInitialLoadRecordIterator/8[io.airbyte.integrations.source.mssql.initialsync.JdbcDatabase,io.airbyte.integrations.source.mssql.initialsync.JdbcCompatibleSourceOperations<java.sql.JDBCType>,java.lang.String,io.airbyte.integrations.source.mssql.initialsync.MssqlInitialLoadStateManager,java.util.List<java.lang.String>,io.airbyte.integrations.source.mssql.initialsync.AirbyteStreamNameNamespacePair,long,boolean]",isCompositeKeyLoad,3
D:\objectoriented\airbyte\airbyte-integrations\connectors\source-mssql\src\main\java\io\airbyte\integrations\source\mssql\initialsync\MssqlInitialLoadRecordIterator.java,io.airbyte.integrations.source.mssql.initialsync.MssqlInitialLoadRecordIterator,"MssqlInitialLoadRecordIterator/8[io.airbyte.integrations.source.mssql.initialsync.JdbcDatabase,io.airbyte.integrations.source.mssql.initialsync.JdbcCompatibleSourceOperations<java.sql.JDBCType>,java.lang.String,io.airbyte.integrations.source.mssql.initialsync.MssqlInitialLoadStateManager,java.util.List<java.lang.String>,io.airbyte.integrations.source.mssql.initialsync.AirbyteStreamNameNamespacePair,long,boolean]",columnNames,3
D:\objectoriented\airbyte\airbyte-integrations\connectors\source-mssql\src\main\java\io\airbyte\integrations\source\mssql\initialsync\MssqlInitialLoadRecordIterator.java,io.airbyte.integrations.source.mssql.initialsync.MssqlInitialLoadRecordIterator,"MssqlInitialLoadRecordIterator/8[io.airbyte.integrations.source.mssql.initialsync.JdbcDatabase,io.airbyte.integrations.source.mssql.initialsync.JdbcCompatibleSourceOperations<java.sql.JDBCType>,java.lang.String,io.airbyte.integrations.source.mssql.initialsync.MssqlInitialLoadStateManager,java.util.List<java.lang.String>,io.airbyte.integrations.source.mssql.initialsync.AirbyteStreamNameNamespacePair,long,boolean]",chunkSize,3
D:\objectoriented\airbyte\airbyte-integrations\connectors\source-mssql\src\main\java\io\airbyte\integrations\source\mssql\initialsync\MssqlInitialLoadRecordIterator.java,io.airbyte.integrations.source.mssql.initialsync.MssqlInitialLoadRecordIterator,"MssqlInitialLoadRecordIterator/8[io.airbyte.integrations.source.mssql.initialsync.JdbcDatabase,io.airbyte.integrations.source.mssql.initialsync.JdbcCompatibleSourceOperations<java.sql.JDBCType>,java.lang.String,io.airbyte.integrations.source.mssql.initialsync.MssqlInitialLoadStateManager,java.util.List<java.lang.String>,io.airbyte.integrations.source.mssql.initialsync.AirbyteStreamNameNamespacePair,long,boolean]",initialLoadStateManager,4
D:\objectoriented\airbyte\airbyte-integrations\connectors\source-mssql\src\main\java\io\airbyte\integrations\source\mssql\initialsync\MssqlInitialLoadRecordIterator.java,io.airbyte.integrations.source.mssql.initialsync.MssqlInitialLoadRecordIterator,"MssqlInitialLoadRecordIterator/8[io.airbyte.integrations.source.mssql.initialsync.JdbcDatabase,io.airbyte.integrations.source.mssql.initialsync.JdbcCompatibleSourceOperations<java.sql.JDBCType>,java.lang.String,io.airbyte.integrations.source.mssql.initialsync.MssqlInitialLoadStateManager,java.util.List<java.lang.String>,io.airbyte.integrations.source.mssql.initialsync.AirbyteStreamNameNamespacePair,long,boolean]",sourceOperations,3
